Date,VSTOXX
2004-01-28,19.29
2004-01-29,20.45
2004-01-30,21.07
2004-02-02,20.57
2004-02-03,21.35
2004-02-04,21.01
2004-02-05,20.47
2004-02-06,20.05
2004-02-09,18.79
2004-02-10,18.6
2004-02-11,18.57
2004-02-12,18.55
2004-02-13,19.02
2004-02-17,18.02
2004-02-18,17.94
2004-02-19,17.13
2004-02-20,17.96
2004-02-23,18.47
2004-02-24,19.47
2004-02-25,18.81
2004-02-26,18.46
2004-02-27,18.06
2004-03-01,17.63
2004-03-02,17.35
2004-03-03,17.67
2004-03-04,17.3
2004-03-05,17.04
2004-03-08,17.08
2004-03-09,18.86
2004-03-10,18.69
2004-03-11,23.22
2004-03-12,24.65
2004-03-15,28.77
2004-03-16,27.89
2004-03-17,24.41
2004-03-18,26.51
2004-03-19,26.0
2004-03-22,31.74
2004-03-23,29.19
2004-03-24,28.37
2004-03-25,25.92
2004-03-26,25.05
2004-03-29,22.84
2004-03-30,23.61
2004-03-31,22.67
2004-04-01,21.71
2004-04-02,19.04
2004-04-05,18.53
2004-04-06,20.1
2004-04-07,20.76
2004-04-08,20.58
2004-04-12,
2004-04-13,20.84
2004-04-14,22.03
2004-04-15,22.37
2004-04-16,19.56
2004-04-19,19.87
2004-04-20,19.3
2004-04-21,19.84
2004-04-22,18.0
2004-04-23,18.59
2004-04-26,19.5
2004-04-27,18.93
2004-04-28,21.14
2004-04-29,22.28
2004-04-30,22.73
2004-05-03,22.02
2004-05-04,21.83
2004-05-05,19.88
2004-05-06,22.91
2004-05-07,22.99
2004-05-10,26.0
2004-05-11,24.04
2004-05-12,25.99
2004-05-13,25.42
2004-05-14,25.28
2004-05-17,26.76
2004-05-18,25.34
2004-05-19,23.29
2004-05-20,23.6
2004-05-21,22.38
2004-05-24,24.88
2004-05-25,21.35
2004-05-26,21.05
2004-05-27,20.7
2004-05-28,20.26
2004-06-01,22.45
2004-06-02,20.74
2004-06-03,20.76
2004-06-04,19.33
2004-06-07,19.43
2004-06-08,19.07
2004-06-09,19.52
2004-06-10,18.41
2004-06-14,20.5
2004-06-15,18.15
2004-06-16,17.67
2004-06-17,18.75
2004-06-18,18.18
2004-06-21,17.72
2004-06-22,18.8
2004-06-23,17.92
2004-06-24,17.83
2004-06-25,18.11
2004-06-28,18.29
2004-06-29,18.28
2004-06-30,18.5
2004-07-01,19.04
2004-07-02,18.7
2004-07-06,19.89
2004-07-07,19.32
2004-07-08,19.08
2004-07-09,18.43
2004-07-12,19.26
2004-07-13,18.74
2004-07-14,18.67
2004-07-15,18.17
2004-07-16,17.26
2004-07-19,18.31
2004-07-20,18.18
2004-07-21,17.56
2004-07-22,19.17
2004-07-23,19.66
2004-07-26,20.58
2004-07-27,19.43
2004-07-28,19.84
2004-07-29,18.49
2004-07-30,18.24
2004-08-02,19.32
2004-08-03,18.68
2004-08-04,19.1
2004-08-05,18.97
2004-08-06,22.3
2004-08-09,22.9
2004-08-10,21.29
2004-08-11,22.47
2004-08-12,23.17
2004-08-13,23.44
2004-08-16,21.26
2004-08-17,21.42
2004-08-18,20.69
2004-08-19,20.59
2004-08-20,18.7
2004-08-23,18.44
2004-08-24,17.56
2004-08-25,17.66
2004-08-26,17.16
2004-08-27,16.55
2004-08-30,17.57
2004-08-31,18.75
2004-09-01,17.96
2004-09-02,17.61
2004-09-03,16.55
2004-09-07,16.23
2004-09-08,16.24
2004-09-09,16.61
2004-09-10,16.34
2004-09-13,16.32
2004-09-14,16.11
2004-09-15,16.65
2004-09-16,16.79
2004-09-17,16.2
2004-09-20,16.76
2004-09-21,16.09
2004-09-22,17.0
2004-09-23,17.48
2004-09-24,16.51
2004-09-27,17.32
2004-09-28,17.0
2004-09-29,16.54
2004-09-30,16.51
2004-10-01,15.57
2004-10-04,16.16
2004-10-05,16.35
2004-10-06,16.29
2004-10-07,16.75
2004-10-08,17.12
2004-10-11,16.69
2004-10-12,17.48
2004-10-13,17.64
2004-10-14,17.82
2004-10-15,16.82
2004-10-18,17.55
2004-10-19,16.97
2004-10-20,17.75
2004-10-21,17.45
2004-10-22,17.01
2004-10-25,19.24
2004-10-26,18.71
2004-10-27,18.1
2004-10-28,17.57
2004-10-29,17.37
2004-11-01,18.13
2004-11-02,16.9
2004-11-03,16.35
2004-11-04,15.38
2004-11-05,15.6
2004-11-08,15.54
2004-11-09,15.08
2004-11-10,14.62
2004-11-11,14.36
2004-11-12,14.37
2004-11-15,14.98
2004-11-16,15.12
2004-11-17,14.69
2004-11-18,14.81
2004-11-19,15.43
2004-11-22,15.69
2004-11-23,15.92
2004-11-24,15.81
2004-11-26,15.62
2004-11-29,15.59
2004-11-30,16.56
2004-12-01,15.64
2004-12-02,15.67
2004-12-03,15.71
2004-12-06,15.73
2004-12-07,15.74
2004-12-08,15.61
2004-12-09,15.82
2004-12-10,15.67
2004-12-13,15.11
2004-12-14,15.14
2004-12-15,14.72
2004-12-16,13.44
2004-12-17,14.15
2004-12-20,13.36
2004-12-21,12.64
2004-12-22,12.99
2004-12-23,12.94
2004-12-27,12.96
2004-12-28,13.1
2004-12-29,13.74
2004-12-30,14.07
2004-12-31,
2005-01-03,14.47
2005-01-04,14.51
2005-01-05,14.42
2005-01-06,13.8
2005-01-07,13.57
2005-01-10,12.92
2005-01-11,13.68
2005-01-12,14.05
2005-01-13,13.64
2005-01-14,13.57
2005-01-18,13.17
2005-01-19,13.63
2005-01-20,14.17
2005-01-21,13.96
2005-01-24,14.11
2005-01-25,13.63
2005-01-26,13.32
2005-01-27,12.46
2005-01-28,12.81
2005-01-31,12.72
2005-02-01,12.36
2005-02-02,12.25
2005-02-03,12.38
2005-02-04,11.6
2005-02-07,11.99
2005-02-08,11.92
2005-02-09,12.19
2005-02-10,12.04
2005-02-11,11.99
2005-02-14,12.52
2005-02-15,12.35
2005-02-16,13.66
2005-02-17,13.57
2005-02-18,13.01
2005-02-22,13.49
2005-02-23,13.99
2005-02-24,13.19
2005-02-25,12.21
2005-02-28,12.89
2005-03-01,12.35
2005-03-02,12.86
2005-03-03,12.57
2005-03-04,11.93
2005-03-07,11.72
2005-03-08,12.0
2005-03-09,12.53
2005-03-10,13.47
2005-03-11,12.96
2005-03-14,13.35
2005-03-15,12.49
2005-03-16,14.57
2005-03-17,13.46
2005-03-18,12.83
2005-03-21,13.39
2005-03-22,13.36
2005-03-23,13.47
2005-03-24,12.48
2005-03-28,
2005-03-29,13.06
2005-03-30,13.27
2005-03-31,13.24
2005-04-01,12.61
2005-04-04,13.67
2005-04-05,12.72
2005-04-06,12.29
2005-04-07,11.86
2005-04-08,11.79
2005-04-11,12.02
2005-04-12,12.47
2005-04-13,12.21
2005-04-14,12.24
2005-04-15,15.39
2005-04-18,18.31
2005-04-19,17.18
2005-04-20,17.38
2005-04-21,16.8
2005-04-22,15.26
2005-04-25,15.12
2005-04-26,15.05
2005-04-27,16.59
2005-04-28,16.53
2005-04-29,16.79
2005-05-02,15.96
2005-05-03,15.15
2005-05-04,14.33
2005-05-05,13.53
2005-05-06,13.3
2005-05-09,14.23
2005-05-10,15.28
2005-05-11,15.66
2005-05-12,14.85
2005-05-13,15.07
2005-05-16,15.52
2005-05-17,15.69
2005-05-18,14.09
2005-05-19,13.79
2005-05-20,13.51
2005-05-23,13.21
2005-05-24,13.39
2005-05-25,13.47
2005-05-26,12.71
2005-05-27,12.95
2005-05-31,13.51
2005-06-01,13.0
2005-06-02,12.87
2005-06-03,12.94
2005-06-06,13.36
2005-06-07,12.67
2005-06-08,12.99
2005-06-09,13.22
2005-06-10,12.7
2005-06-13,12.76
2005-06-14,12.38
2005-06-15,13.48
2005-06-16,13.02
2005-06-17,12.56
2005-06-20,12.91
2005-06-21,12.45
2005-06-22,12.39
2005-06-23,11.92
2005-06-24,12.52
2005-06-27,13.3
2005-06-28,12.68
2005-06-29,12.26
2005-06-30,12.38
2005-07-01,11.94
2005-07-05,12.6
2005-07-06,12.25
2005-07-07,15.72
2005-07-08,12.96
2005-07-11,13.17
2005-07-12,13.87
2005-07-13,13.17
2005-07-14,12.98
2005-07-15,12.77
2005-07-18,12.67
2005-07-19,12.5
2005-07-20,13.03
2005-07-21,13.75
2005-07-22,13.65
2005-07-25,14.11
2005-07-26,13.39
2005-07-27,12.84
2005-07-28,12.97
2005-07-29,13.28
2005-08-01,13.52
2005-08-02,12.81
2005-08-03,13.37
2005-08-04,14.16
2005-08-05,14.96
2005-08-08,15.21
2005-08-09,14.46
2005-08-10,13.98
2005-08-11,14.75
2005-08-12,14.96
2005-08-15,15.3
2005-08-16,15.61
2005-08-17,15.92
2005-08-18,15.77
2005-08-19,14.71
2005-08-22,14.8
2005-08-23,15.33
2005-08-24,15.3
2005-08-25,15.87
2005-08-26,16.74
2005-08-29,16.67
2005-08-30,15.94
2005-08-31,15.15
2005-09-01,14.75
2005-09-02,15.02
2005-09-06,14.29
2005-09-07,14.22
2005-09-08,14.19
2005-09-09,14.08
2005-09-12,14.74
2005-09-13,15.78
2005-09-14,15.35
2005-09-15,15.31
2005-09-16,15.48
2005-09-19,14.75
2005-09-20,14.67
2005-09-21,15.67
2005-09-22,15.6
2005-09-23,14.85
2005-09-26,14.45
2005-09-27,14.79
2005-09-28,14.68
2005-09-29,15.25
2005-09-30,14.56
2005-10-03,14.56
2005-10-04,14.97
2005-10-05,15.86
2005-10-06,16.45
2005-10-07,16.46
2005-10-10,16.61
2005-10-11,16.47
2005-10-12,17.1
2005-10-13,17.74
2005-10-14,16.63
2005-10-17,16.52
2005-10-18,16.52
2005-10-19,18.74
2005-10-20,18.54
2005-10-21,18.32
2005-10-24,17.14
2005-10-25,17.25
2005-10-26,16.47
2005-10-27,17.69
2005-10-28,17.88
2005-10-31,17.43
2005-11-01,17.54
2005-11-02,16.93
2005-11-03,15.84
2005-11-04,15.52
2005-11-07,16.08
2005-11-08,15.86
2005-11-09,15.08
2005-11-10,14.85
2005-11-11,14.37
2005-11-14,14.65
2005-11-15,15.39
2005-11-16,15.04
2005-11-17,14.83
2005-11-18,14.75
2005-11-21,13.81
2005-11-22,13.58
2005-11-23,13.19
2005-11-25,13.34
2005-11-28,13.88
2005-11-29,14.04
2005-11-30,13.96
2005-12-01,12.99
2005-12-02,12.94
2005-12-05,13.75
2005-12-06,13.42
2005-12-07,13.85
2005-12-08,13.59
2005-12-09,13.11
2005-12-12,13.28
2005-12-13,13.1
2005-12-14,13.53
2005-12-15,13.42
2005-12-16,12.36
2005-12-19,12.58
2005-12-20,12.4
2005-12-21,12.46
2005-12-22,12.47
2005-12-23,12.07
2005-12-27,12.61
2005-12-28,13.17
2005-12-29,13.33
2005-12-30,14.48
2006-01-03,14.31
2006-01-04,13.95
2006-01-05,14.14
2006-01-06,13.73
2006-01-09,14.36
2006-01-10,14.51
2006-01-11,13.98
2006-01-12,13.65
2006-01-13,14.39
2006-01-17,15.25
2006-01-18,15.81
2006-01-19,15.43
2006-01-20,16.0
2006-01-23,16.31
2006-01-24,15.66
2006-01-25,14.98
2006-01-26,14.77
2006-01-27,15.15
2006-01-30,15.52
2006-01-31,15.85
2006-02-01,15.42
2006-02-02,16.18
2006-02-03,16.04
2006-02-06,16.34
2006-02-07,16.4
2006-02-08,16.2
2006-02-09,15.51
2006-02-10,15.72
2006-02-13,15.9
2006-02-14,16.09
2006-02-15,16.26
2006-02-16,14.87
2006-02-17,14.59
2006-02-21,15.13
2006-02-22,14.29
2006-02-23,14.66
2006-02-24,14.25
2006-02-27,14.03
2006-02-28,15.04
2006-03-01,14.4
2006-03-02,14.93
2006-03-03,15.31
2006-03-06,15.19
2006-03-07,15.69
2006-03-08,15.79
2006-03-09,15.29
2006-03-10,14.18
2006-03-13,14.03
2006-03-14,13.86
2006-03-15,13.64
2006-03-16,13.41
2006-03-17,13.4
2006-03-20,14.03
2006-03-21,13.64
2006-03-22,13.54
2006-03-23,13.61
2006-03-24,13.03
2006-03-27,14.62
2006-03-28,14.78
2006-03-29,14.31
2006-03-30,13.61
2006-03-31,14.01
2006-04-03,13.88
2006-04-04,14.31
2006-04-05,13.79
2006-04-06,13.55
2006-04-07,14.35
2006-04-10,14.44
2006-04-11,15.36
2006-04-12,15.38
2006-04-13,15.08
2006-04-17,
2006-04-18,15.38
2006-04-19,14.91
2006-04-20,14.8
2006-04-21,14.48
2006-04-24,15.29
2006-04-25,14.9
2006-04-26,14.43
2006-04-27,14.72
2006-04-28,14.71
2006-05-01,
2006-05-02,15.06
2006-05-03,15.89
2006-05-04,14.87
2006-05-05,14.0
2006-05-08,14.53
2006-05-09,14.28
2006-05-10,14.7
2006-05-11,15.18
2006-05-12,16.45
2006-05-15,18.04
2006-05-16,17.24
2006-05-17,18.62
2006-05-18,21.47
2006-05-19,20.65
2006-05-22,24.67
2006-05-23,22.33
2006-05-24,24.36
2006-05-25,21.92
2006-05-26,20.38
2006-05-30,24.08
2006-05-31,23.05
2006-06-01,21.53
2006-06-02,20.74
2006-06-05,21.77
2006-06-06,23.78
2006-06-07,22.61
2006-06-08,24.81
2006-06-09,22.87
2006-06-12,24.35
2006-06-13,26.62
2006-06-14,26.69
2006-06-15,24.14
2006-06-16,23.95
2006-06-19,22.8
2006-06-20,21.79
2006-06-21,20.94
2006-06-22,20.35
2006-06-23,20.09
2006-06-26,20.7
2006-06-27,21.48
2006-06-28,21.49
2006-06-29,20.54
2006-06-30,18.33
2006-07-03,17.68
2006-07-05,19.83
2006-07-06,18.31
2006-07-07,18.58
2006-07-10,18.25
2006-07-11,19.42
2006-07-12,19.05
2006-07-13,20.84
2006-07-14,22.24
2006-07-17,22.83
2006-07-18,22.77
2006-07-19,20.5
2006-07-20,19.79
2006-07-21,20.23
2006-07-24,19.21
2006-07-25,19.61
2006-07-26,18.85
2006-07-27,18.03
2006-07-28,17.33
2006-07-31,18.52
2006-08-01,19.76
2006-08-02,18.5
2006-08-03,19.2
2006-08-04,18.41
2006-08-07,20.68
2006-08-08,20.68
2006-08-09,18.99
2006-08-10,19.94
2006-08-11,19.1
2006-08-14,18.5
2006-08-15,17.46
2006-08-16,17.36
2006-08-17,17.59
2006-08-18,17.15
2006-08-21,17.49
2006-08-22,16.56
2006-08-23,16.99
2006-08-24,16.27
2006-08-25,15.93
2006-08-28,16.11
2006-08-29,16.69
2006-08-30,16.21
2006-08-31,16.17
2006-09-01,15.69
2006-09-05,16.43
2006-09-06,17.58
2006-09-07,18.02
2006-09-08,17.19
2006-09-11,17.99
2006-09-12,16.69
2006-09-13,16.65
2006-09-14,16.54
2006-09-15,15.85
2006-09-18,16.15
2006-09-19,16.51
2006-09-20,15.63
2006-09-21,15.26
2006-09-22,16.54
2006-09-25,16.67
2006-09-26,15.78
2006-09-27,15.77
2006-09-28,15.9
2006-09-29,16.25
2006-10-02,17.08
2006-10-03,17.11
2006-10-04,16.02
2006-10-05,15.97
2006-10-06,15.68
2006-10-09,16.38
2006-10-10,15.7
2006-10-11,15.49
2006-10-12,14.99
2006-10-13,14.77
2006-10-16,15.06
2006-10-17,16.41
2006-10-18,15.63
2006-10-19,15.45
2006-10-20,14.73
2006-10-23,14.62
2006-10-24,14.3
2006-10-25,14.31
2006-10-26,14.27
2006-10-27,14.28
2006-10-30,14.93
2006-10-31,14.51
2006-11-01,14.0
2006-11-02,14.88
2006-11-03,14.47
2006-11-06,13.98
2006-11-07,13.89
2006-11-08,14.0
2006-11-09,14.03
2006-11-10,13.8
2006-11-13,14.08
2006-11-14,14.35
2006-11-15,13.76
2006-11-16,13.48
2006-11-17,13.44
2006-11-20,13.3
2006-11-21,12.71
2006-11-22,12.85
2006-11-24,14.31
2006-11-27,16.59
2006-11-28,15.96
2006-11-29,14.82
2006-11-30,15.56
2006-12-01,17.05
2006-12-04,17.08
2006-12-05,15.63
2006-12-06,15.86
2006-12-07,15.51
2006-12-08,15.08
2006-12-11,14.79
2006-12-12,14.56
2006-12-13,14.05
2006-12-14,13.34
2006-12-15,12.85
2006-12-18,13.27
2006-12-19,14.18
2006-12-20,12.92
2006-12-21,13.06
2006-12-22,14.4
2006-12-26,
2006-12-27,14.27
2006-12-28,14.14
2006-12-29,14.83
2007-01-03,14.73
2007-01-04,15.06
2007-01-05,16.35
2007-01-08,16.88
2007-01-09,16.63
2007-01-10,17.25
2007-01-11,15.05
2007-01-12,14.58
2007-01-16,15.73
2007-01-17,16.1
2007-01-18,16.25
2007-01-19,14.95
2007-01-22,16.02
2007-01-23,16.01
2007-01-24,14.84
2007-01-25,15.38
2007-01-26,15.83
2007-01-29,16.12
2007-01-30,15.17
2007-01-31,15.92
2007-02-01,15.13
2007-02-02,14.14
2007-02-05,14.36
2007-02-06,14.41
2007-02-07,13.97
2007-02-08,14.26
2007-02-09,13.92
2007-02-12,15.11
2007-02-13,14.71
2007-02-14,13.91
2007-02-15,13.83
2007-02-16,13.45
2007-02-20,13.74
2007-02-21,14.19
2007-02-22,13.87
2007-02-23,13.74
2007-02-26,13.79
2007-02-27,17.73
2007-02-28,19.5
2007-03-01,20.01
2007-03-02,20.3
2007-03-05,21.8
2007-03-06,20.36
2007-03-07,19.43
2007-03-08,18.15
2007-03-09,18.07
2007-03-12,19.25
2007-03-13,20.48
2007-03-14,23.53
2007-03-15,21.69
2007-03-16,21.08
2007-03-19,19.82
2007-03-20,18.82
2007-03-21,18.79
2007-03-22,17.38
2007-03-23,17.06
2007-03-26,19.09
2007-03-27,18.73
2007-03-28,19.79
2007-03-29,18.32
2007-03-30,17.54
2007-04-02,17.71
2007-04-03,16.27
2007-04-04,15.75
2007-04-05,15.44
2007-04-09,
2007-04-10,15.7
2007-04-11,17.01
2007-04-12,17.09
2007-04-13,16.5
2007-04-16,16.74
2007-04-17,17.19
2007-04-18,18.12
2007-04-19,18.68
2007-04-20,18.17
2007-04-23,18.28
2007-04-24,18.57
2007-04-25,17.78
2007-04-26,17.82
2007-04-27,18.02
2007-04-30,18.34
2007-05-01,
2007-05-02,18.18
2007-05-03,17.8
2007-05-04,17.06
2007-05-07,17.13
2007-05-08,17.6
2007-05-09,17.24
2007-05-10,17.87
2007-05-11,17.46
2007-05-14,18.04
2007-05-15,17.67
2007-05-16,17.69
2007-05-17,17.45
2007-05-18,16.09
2007-05-21,16.13
2007-05-22,15.9
2007-05-23,15.61
2007-05-24,16.72
2007-05-25,15.99
2007-05-29,16.36
2007-05-30,16.49
2007-05-31,15.79
2007-06-01,15.29
2007-06-04,16.51
2007-06-05,16.55
2007-06-06,18.54
2007-06-07,19.56
2007-06-08,18.89
2007-06-11,18.25
2007-06-12,18.83
2007-06-13,18.56
2007-06-14,16.87
2007-06-15,15.96
2007-06-18,16.77
2007-06-19,16.13
2007-06-20,15.92
2007-06-21,16.96
2007-06-22,17.31
2007-06-25,17.81
2007-06-26,18.93
2007-06-27,18.91
2007-06-28,17.77
2007-06-29,16.9
2007-07-02,17.63
2007-07-03,16.81
2007-07-05,17.91
2007-07-06,16.75
2007-07-09,17.08
2007-07-10,18.34
2007-07-11,18.67
2007-07-12,17.52
2007-07-13,17.34
2007-07-16,17.66
2007-07-17,18.03
2007-07-18,19.27
2007-07-19,17.83
2007-07-20,19.35
2007-07-23,19.17
2007-07-24,20.7
2007-07-25,22.19
2007-07-26,25.16
2007-07-27,25.22
2007-07-30,25.84
2007-07-31,23.82
2007-08-01,27.47
2007-08-02,24.75
2007-08-03,25.55
2007-08-06,26.23
2007-08-07,24.61
2007-08-08,21.92
2007-08-09,25.47
2007-08-10,30.74
2007-08-13,27.7
2007-08-14,29.02
2007-08-15,29.18
2007-08-16,34.74
2007-08-17,32.45
2007-08-20,31.13
2007-08-21,29.03
2007-08-22,26.5
2007-08-23,26.04
2007-08-24,24.49
2007-08-27,24.49
2007-08-28,27.33
2007-08-29,26.54
2007-08-30,25.27
2007-08-31,24.47
2007-09-04,23.48
2007-09-05,25.78
2007-09-06,25.63
2007-09-07,27.82
2007-09-10,29.45
2007-09-11,27.95
2007-09-12,27.07
2007-09-13,25.91
2007-09-14,26.55
2007-09-17,29.03
2007-09-18,27.66
2007-09-19,23.57
2007-09-20,22.16
2007-09-21,20.43
2007-09-24,20.4
2007-09-25,20.87
2007-09-26,19.73
2007-09-27,19.2
2007-09-28,19.71
2007-10-01,19.91
2007-10-02,19.97
2007-10-03,20.25
2007-10-04,19.78
2007-10-05,17.87
2007-10-08,18.18
2007-10-09,17.52
2007-10-10,17.9
2007-10-11,18.22
2007-10-12,18.35
2007-10-15,20.04
2007-10-16,20.47
2007-10-17,20.02
2007-10-18,19.93
2007-10-19,19.72
2007-10-22,23.14
2007-10-23,22.28
2007-10-24,22.57
2007-10-25,20.39
2007-10-26,19.65
2007-10-29,19.55
2007-10-30,20.53
2007-10-31,19.99
2007-11-01,20.8
2007-11-02,22.58
2007-11-05,23.57
2007-11-06,22.23
2007-11-07,23.11
2007-11-08,24.21
2007-11-09,26.26
2007-11-12,25.8
2007-11-13,24.39
2007-11-14,23.91
2007-11-15,24.12
2007-11-16,23.95
2007-11-19,25.89
2007-11-20,24.23
2007-11-21,26.31
2007-11-23,24.21
2007-11-26,25.36
2007-11-27,24.89
2007-11-28,22.95
2007-11-29,22.19
2007-11-30,20.43
2007-12-03,20.22
2007-12-04,21.19
2007-12-05,19.13
2007-12-06,18.95
2007-12-07,17.78
2007-12-10,18.37
2007-12-11,18.73
2007-12-12,17.39
2007-12-13,20.41
2007-12-14,19.89
2007-12-17,21.75
2007-12-18,21.08
2007-12-19,20.48
2007-12-20,19.15
2007-12-21,17.24
2007-12-24,
2007-12-26,
2007-12-27,18.37
2007-12-28,18.06
2007-12-31,18.06
2008-01-02,20.8
2008-01-03,20.41
2008-01-04,21.8
2008-01-07,22.32
2008-01-08,21.31
2008-01-09,22.27
2008-01-10,22.2
2008-01-11,21.6
2008-01-14,21.89
2008-01-15,23.61
2008-01-16,24.3
2008-01-17,24.29
2008-01-18,25.44
2008-01-22,33.79
2008-01-23,40.25
2008-01-24,34.87
2008-01-25,33.7
2008-01-28,33.42
2008-01-29,31.89
2008-01-30,32.3
2008-01-31,30.05
2008-02-01,27.47
2008-02-04,27.22
2008-02-05,31.96
2008-02-06,30.57
2008-02-07,31.8
2008-02-08,31.69
2008-02-11,31.94
2008-02-12,28.64
2008-02-13,27.93
2008-02-14,28.08
2008-02-15,29.37
2008-02-19,27.81
2008-02-20,29.07
2008-02-21,28.39
2008-02-22,28.76
2008-02-25,27.85
2008-02-26,25.88
2008-02-27,25.25
2008-02-28,26.07
2008-02-29,28.69
2008-03-03,30.9
2008-03-04,31.46
2008-03-05,29.75
2008-03-06,30.62
2008-03-07,31.56
2008-03-10,32.05
2008-03-11,29.77
2008-03-12,28.76
2008-03-13,29.65
2008-03-14,31.59
2008-03-17,37.05
2008-03-18,33.15
2008-03-19,31.38
2008-03-20,30.37
2008-03-24,
2008-03-25,28.71
2008-03-26,28.65
2008-03-27,27.13
2008-03-28,26.28
2008-03-31,27.31
2008-04-01,24.62
2008-04-02,24.59
2008-04-03,25.19
2008-04-04,23.83
2008-04-07,23.36
2008-04-08,24.04
2008-04-09,24.14
2008-04-10,23.76
2008-04-11,24.76
2008-04-14,25.93
2008-04-15,25.04
2008-04-16,23.0
2008-04-17,23.32
2008-04-18,21.63
2008-04-21,22.36
2008-04-22,22.94
2008-04-23,22.22
2008-04-24,21.4
2008-04-25,20.97
2008-04-28,21.1
2008-04-29,21.52
2008-04-30,20.88
2008-05-01,20.88
2008-05-02,19.77
2008-05-05,19.92
2008-05-06,20.09
2008-05-07,19.58
2008-05-08,19.95
2008-05-09,20.67
2008-05-12,21.2
2008-05-13,21.8
2008-05-14,19.64
2008-05-15,18.87
2008-05-16,18.57
2008-05-19,18.25
2008-05-20,20.06
2008-05-21,19.97
2008-05-22,19.56
2008-05-23,21.46
2008-05-27,21.68
2008-05-28,20.8
2008-05-29,19.9
2008-05-30,19.68
2008-06-02,21.6
2008-06-03,21.34
2008-06-04,21.72
2008-06-05,21.34
2008-06-06,23.41
2008-06-09,24.81
2008-06-10,24.41
2008-06-11,25.09
2008-06-12,23.3
2008-06-13,22.48
2008-06-16,22.96
2008-06-17,22.21
2008-06-18,23.33
2008-06-19,23.05
2008-06-20,24.03
2008-06-23,23.01
2008-06-24,23.37
2008-06-25,21.9
2008-06-26,24.5
2008-06-27,24.96
2008-06-30,24.67
2008-07-01,26.25
2008-07-02,26.38
2008-07-03,25.8
2008-07-07,25.82
2008-07-08,26.85
2008-07-09,25.43
2008-07-10,27.38
2008-07-11,29.27
2008-07-14,28.93
2008-07-15,30.06
2008-07-16,28.8
2008-07-17,26.74
2008-07-18,24.89
2008-07-21,24.88
2008-07-22,24.48
2008-07-23,23.73
2008-07-24,23.92
2008-07-25,23.86
2008-07-28,24.82
2008-07-29,24.53
2008-07-30,23.22
2008-07-31,23.33
2008-08-01,24.19
2008-08-04,25.04
2008-08-05,23.18
2008-08-06,22.18
2008-08-07,22.61
2008-08-08,22.13
2008-08-11,22.35
2008-08-12,22.55
2008-08-13,24.35
2008-08-14,23.18
2008-08-15,22.11
2008-08-18,21.89
2008-08-19,24.02
2008-08-20,22.97
2008-08-21,23.27
2008-08-22,21.6
2008-08-25,22.9
2008-08-26,22.1
2008-08-27,21.89
2008-08-28,21.11
2008-08-29,21.06
2008-09-02,21.23
2008-09-03,22.18
2008-09-04,24.97
2008-09-05,26.85
2008-09-08,26.18
2008-09-09,26.71
2008-09-10,27.52
2008-09-11,28.04
2008-09-12,27.04
2008-09-15,32.59
2008-09-16,36.19
2008-09-17,37.53
2008-09-18,37.55
2008-09-19,35.19
2008-09-22,32.72
2008-09-23,32.57
2008-09-24,32.62
2008-09-25,32.66
2008-09-26,38.37
2008-09-29,39.4
2008-09-30,40.39
2008-10-01,41.92
2008-10-02,42.98
2008-10-03,41.16
2008-10-06,51.06
2008-10-07,50.71
2008-10-08,60.67
2008-10-09,58.39
2008-10-10,81.03
2008-10-13,67.05
2008-10-14,60.31
2008-10-15,65.45
2008-10-16,87.51
2008-10-17,77.15
2008-10-20,63.28
2008-10-21,56.18
2008-10-22,61.89
2008-10-23,64.71
2008-10-24,74.74
2008-10-27,76.54
2008-10-28,74.69
2008-10-29,71.01
2008-10-30,66.14
2008-10-31,60.68
2008-11-03,54.61
2008-11-04,47.94
2008-11-05,49.1
2008-11-06,60.71
2008-11-07,56.59
2008-11-10,55.67
2008-11-11,63.49
2008-11-12,66.42
2008-11-13,64.44
2008-11-14,62.48
2008-11-17,66.87
2008-11-18,63.9
2008-11-19,68.52
2008-11-20,72.85
2008-11-21,74.13
2008-11-24,63.66
2008-11-25,61.2
2008-11-26,56.49
2008-11-28,51.44
2008-12-01,57.55
2008-12-02,55.72
2008-12-03,54.19
2008-12-04,54.53
2008-12-05,58.78
2008-12-08,54.46
2008-12-09,52.65
2008-12-10,50.4
2008-12-11,48.95
2008-12-12,52.8
2008-12-15,53.21
2008-12-16,50.9
2008-12-17,49.67
2008-12-18,46.99
2008-12-19,41.35
2008-12-22,40.28
2008-12-23,40.29
2008-12-24,40.29
2008-12-26,
2008-12-29,43.15
2008-12-30,43.87
2008-12-31,43.87
2009-01-02,42.08
2009-01-05,41.27
2009-01-06,40.24
2009-01-07,40.86
2009-01-08,41.77
2009-01-09,41.29
2009-01-12,44.32
2009-01-13,46.21
2009-01-14,52.97
2009-01-15,56.33
2009-01-16,48.89
2009-01-20,53.52
2009-01-21,52.86
2009-01-22,50.26
2009-01-23,50.23
2009-01-26,47.08
2009-01-27,44.6
2009-01-28,42.91
2009-01-29,44.09
2009-01-30,44.79
2009-02-02,47.77
2009-02-03,45.1
2009-02-04,41.68
2009-02-05,42.58
2009-02-06,41.83
2009-02-09,42.3
2009-02-10,44.81
2009-02-11,43.42
2009-02-12,44.38
2009-02-13,41.84
2009-02-17,48.49
2009-02-18,47.96
2009-02-19,45.14
